,index,p_saleprice,saleprice,subclass,zoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodel,roofstyle,roofmat,exterior1,exterior2,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,firstflrsf,secondflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,threessnporch,screenporch,poolarea,poolqc,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,qualityindex,totalsqftcalc,pricesqfoot,Neighborhood_Group,pca1,pca2,pca3,fa1,fa2,fa3
617,2404,,,80,RL,60.0,7134,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min,1,TA,Detchd,1962.0,Unf,2.0,572.0,TA,TA,Y,0,50,0,0,0,0,,MnPrv,,0,2,2007,WD,Normal,25,1744,,,-4250.4031371214305,-1438.5174370913085,-160.80861661578538,-0.5902472326718249,0.3496796472040199,-0.2139738258831789
618,2411,,,20,RL,10000.0,11717,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1442,1442,GasA,TA,Y,SBrkr,1442,0,0,1442,0,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1970.0,RFn,2.0,615.0,TA,TA,Y,371,0,0,0,0,0,,,,0,2,2009,WD,Normal,36,1442,,,1366.8167335592243,7945.803500273806,-689.7950480380472,0.28082910504885983,-2.068509681879302,-0.9119310685606099
619,2417,,,60,RL,10000.0,11792,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,850,Unf,0,158,1008,GasA,Ex,Y,SBrkr,1008,1275,0,2283,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,0,0,,,,0,8,2009,WD,Normal,40,3133,,,1500.2920956267428,7943.292648695706,997.8860155195704,0.29497797577786367,-2.0662320002265013,1.3221820584978083
620,2429,,,30,RM,48.0,5747,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,798,798,GasA,Gd,Y,SBrkr,840,0,0,840,0,0,1,0,2,1,Fa,5,Typ,0,,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,0,0,0,0,0,,,,0,6,2006,WD,Normal,12,840,,,-5661.253971100432,-1303.2774992654681,-1017.036330725113,-0.7770335597106683,0.3052348303746478,-1.3476707933752898
621,2435,,,80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2.0,502.0,TA,TA,Y,0,92,0,96,0,0,,MnPrv,,0,10,2008,WD,Normal,40,1898,,,-2040.6648070986741,-1653.0771382619707,-82.89626567129538,-0.29486119877284955,0.41940949852551196,-0.11039213586781577
622,2437,,,20,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,GasA,Ex,Y,SBrkr,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,856.0,TA,TA,Y,0,26,0,0,170,0,,,,0,1,2009,WD,Normal,40,2801,,,-1770.703939367768,-1685.119578221168,811.7794534584908,-0.26085191874253805,0.4298710847705831,1.0739649085102971
623,2439,,,20,RL,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,0,414,864,GasA,Ex,Y,SBrkr,899,0,0,899,0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1967.0,Fin,1.0,288.0,TA,TA,Y,64,0,0,0,0,0,,MnPrv,,0,6,2009,WD,Normal,35,1349,,,-3601.935721932824,-1506.9637546294457,-578.1970493806189,-0.5026300864717111,0.371366686843964,-0.7664086909247387
624,2441,,,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,768,432,0,1200,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1946.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,30,1552,,,347.00591089380777,-1930.819866687224,-511.74325363220515,0.024925518529053378,0.5065091915677015,-0.6775310723982612
625,2444,,,20,RL,84.0,12615,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,0,725,1202,GasA,TA,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2.0,576.0,TA,TA,Y,0,29,39,0,0,0,,MnPrv,,0,6,2007,WD,Normal,42,2635,,,1228.7884519072645,-2005.1236231527955,541.4089951032578,0.14061375274062193,0.5318609739866946,0.716798316431911
626,2446,,,20,RL,10000.0,9308,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,554,Unf,0,430,984,GasA,TA,Y,SBrkr,984,0,0,984,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1965.0,Unf,1.0,310.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,7,2006,WD,Normal,25,1538,,,-1023.2534071529963,8206.940625770885,-511.35743692761235,-0.03891167495518207,-2.1514025095302216,-0.6762087287510481
627,2451,,,60,RL,174.0,15138,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3.0,810.0,TA,TA,Y,0,146,202,0,0,0,,,,0,7,2009,WD,Normal,40,3483,,,3774.7699874673744,-2185.9977566131565,1302.2267236532682,0.48021653593266905,0.5951832531108061,1.7244527441002555
628,2452,,,50,RL,63.0,8375,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336,Unf,0,240,576,GasA,Gd,Y,SBrkr,864,486,0,1350,1,0,1,1,2,1,Gd,6,Min,0,,2Types,1973.0,Unf,3.0,627.0,TA,TA,N,0,0,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,35,1686,,,-3019.1342297777614,-1570.0904154292216,-261.4936114132451,-0.4254744480008893,0.3916062925140624,-0.3469824285078757
629,2454,,,20,RL,63.0,8500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1422,1422,GasA,Ex,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,626.0,TA,TA,Y,192,60,0,0,0,0,,,,0,11,2007,WD,Normal,35,1422,,,-2904.1223305064987,-1584.4948607458762,-528.7477823004642,-0.40952301530903357,0.3959533972348876,-0.7008643829520688
630,2458,,,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80,Unf,0,624,704,GasA,Ex,Y,SBrkr,624,512,0,1136,0,1,1,0,2,1,TA,6,Typ,0,,Detchd,1990.0,Unf,1.0,336.0,TA,TA,Y,0,365,80,0,0,0,,,,0,8,2008,WD,Normal,28,1216,,,-5157.898909431994,-1351.4319605961794,-658.0469677417067,-0.7105132621579178,0.32109166529666716,-0.8723728263607782
631,2469,,,20,RL,95.0,13015,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,0,Unf,0,1100,1100,GasA,Ex,Y,SBrkr,1100,0,0,1100,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1996.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,30,1100,,,1573.8955835429965,-2042.580695215602,-1005.7310812739424,0.19023666192032443,0.5430452931462367,-1.3312942497061202
632,2472,,,60,RL,82.0,9430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3.0,856.0,TA,TA,Y,0,128,0,0,180,0,,,,0,7,2009,WD,Normal,40,3528,,,-1904.6725866219058,-1659.3133132846503,1543.6728502567535,-0.28027860510768776,0.4226474548694976,2.0428257196311623
633,2476,,,50,RL,79.0,9490,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Arter,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,806,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,32,0,0,0,,MnPrv,,0,8,2006,WD,Normal,42,2146,,,-1893.5827086057166,-1673.378966945168,159.85486343686975,-0.2758110516004316,0.4257365639205588,0.21103402145897007
634,2482,,,30,RL,63.0,13907,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290,Unf,0,706,996,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,Gd,,,,0.0,0.0,,,Y,144,0,0,0,0,0,,,,0,7,2008,WD,Normal,30,1286,,,2463.12835114685,-2170.3546571187744,-850.9824580572817,0.3083295879372182,0.5819920424565616,-1.1261451934771958
635,2485,,,50,RL,81.0,8170,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,Gd,Gd,BrkTil,TA,TA,No,ALQ,526,Unf,0,496,1022,GasA,Ex,Y,FuseA,1122,549,0,1671,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1963.0,Unf,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2006,WD,Normal,49,2197,,,-3203.051853702737,-1528.309742487768,255.9497006823819,-0.45096265926532775,0.3797981383895543,0.3379707432911114
636,2487,,,60,RL,10000.0,11214,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2.0,431.0,TA,TA,Y,89,0,0,0,0,0,,,,0,7,2006,WD,Normal,35,1886,,,882.5592937104567,8001.736767469507,-228.48940396468112,0.21511739271168961,-2.0858937010972958,-0.30141025637744606
637,2488,,,80,RL,10000.0,15584,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366.0,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,0,825,825,GasA,Ex,Y,SBrkr,2071,0,0,2071,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,1956.0,Unf,1.0,336.0,TA,TA,Y,131,28,0,0,0,0,,,,0,10,2009,WD,Normal,25,2071,,,5230.717112470316,7529.217608943376,-194.11441028407614,0.7960244449501778,-1.93558802356798,-0.2548656799067084
638,2491,,,20,RL,94.0,9239,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634,Unf,0,326,960,GasA,Ex,Y,SBrkr,960,0,0,960,1,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,Fin,1.0,300.0,TA,TA,Y,168,0,0,0,0,0,,,,0,5,2008,WD,Normal,40,1594,,,-2160.571940114858,-1633.1205733341405,-382.9624986991654,-0.31011929168788077,0.4133128852283079,-0.507641008035935
639,2512,,,20,RL,10000.0,16635,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,529.0,TA,TA,Y,240,0,0,0,0,0,,,,0,6,2009,WD,Normal,42,2848,,,6302.012870491545,7418.003605130004,546.6439791770135,0.9375488551021754,-1.8995698024545322,0.7259172931315817
640,2518,,,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,825,825,GasA,TA,Y,FuseA,825,0,0,825,0,1,1,0,2,1,TA,4,Typ,0,,Attchd,1954.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,35,825,,,-4216.865470098502,-1448.7120936589474,-1081.382839237531,-0.583755599885547,0.3521147296312222,-1.4326361286431912
641,2521,,,60,FV,112.0,12217,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,WdShing,Wd Shng,,,Gd,TA,PConc,Ex,TA,Av,GLQ,745,Unf,0,210,955,GasA,Ex,Y,SBrkr,955,925,0,1880,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,880.0,TA,TA,Y,168,127,0,0,0,0,,,,0,12,2007,New,Partial,40,2625,,,836.0625600942597,-1934.226522079367,545.6237254554982,0.08846677061375917,0.5109141003063093,0.7221937169075197
642,2532,,,20,RL,64.0,6285,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138,Rec,351,405,894,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1979.0,Unf,1.0,308.0,TA,TA,Y,192,0,0,0,0,0,,,,0,3,2007,WD,Normal,25,1383,,,-5106.053780134798,-1343.8169884389426,-492.1649624616277,-0.7038038213508584,0.319499797592337,-0.6528493506169261
643,2537,,,20,RL,72.0,10011,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min,1,Fa,Attchd,1957.0,Unf,1.0,447.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2006,WD,Normal,30,1596,,,-1395.8784684256866,-1738.566371243995,-407.4136570335471,-0.2081550599513405,0.4455722713340348,-0.5398187518486245
644,2539,,,20,RL,65.0,11625,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,596,Unf,0,220,816,GasA,TA,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1983.0,Fin,1.0,264.0,TA,TA,Y,330,0,0,0,0,0,,MnPrv,,0,5,2007,WD,Normal,35,1412,,,200.5183161082497,-1920.878722005728,-646.2182709941301,0.005586333875607702,0.5029446635826876,-0.8556575264991898
645,2543,,,70,RM,58.0,6451,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Rec,208,Unf,0,504,712,GasA,Gd,Y,SBrkr,848,580,0,1428,1,0,1,0,4,1,TA,7,Typ,0,,Detchd,1985.0,Fin,2.0,576.0,TA,TA,Y,264,0,84,0,0,0,,,,0,5,2006,WD,Normal,49,1636,,,-4932.982953370322,-1366.9241399612608,-245.91720180680872,-0.6812890630425394,0.32672119186251597,-0.326725868356074
646,2545,,,20,RL,10000.0,8978,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,948,GasA,TA,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1968.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,0,,,,0,5,2007,WD,Family,25,948,,,-1371.684383461061,8240.712794202605,-1089.577465139105,-0.08420474465601605,-2.162649838183131,-1.4417373819662456
647,2549,,,70,RM,10000.0,5700,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,336,Unf,0,336,672,GasA,Gd,N,FuseA,672,672,0,1344,1,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1979.0,Unf,2.0,456.0,TA,TA,Y,0,0,70,0,0,0,,GdPrv,,0,9,2007,WD,Normal,42,1680,,,-4602.970760658208,8598.037370243414,-246.11426405008515,-0.5177977542649459,-2.2755513600757347,-0.3258191882927832
648,2550,,,30,RM,50.0,5633,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,844,844,GasA,TA,Y,SBrkr,844,0,0,844,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1925.0,Unf,1.0,216.0,TA,TA,N,50,81,123,0,0,0,,,,0,7,2006,WD,Normal,35,844,,,-5774.156246251783,-1288.9363953153802,-1008.9691661513989,-0.7921125937999258,0.30079434946908934,-1.3370614076124034
649,2551,,,20,RL,100.0,18494,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1324,1324,GasA,Ex,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,36,23,0,0,0,0,,,,0,1,2010,WD,Normal,30,1324,,,7025.798308104589,-2630.0669319957888,-969.7257361902418,0.9186782368767682,0.7302004384276077,-1.282460528763807
650,2554,,,20,RL,131.0,14828,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1383,Unf,0,397,1780,GasA,Ex,Y,SBrkr,1780,0,0,1780,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,816.0,TA,TA,Y,144,68,0,0,0,0,,,,0,8,2006,WD,Normal,45,3163,,,3450.9767812111004,-2196.2428959599874,993.535606364702,0.43711048402215646,0.5957190232932159,1.3157077812868003
651,2555,,,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,SBrkr,822,843,0,1665,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2.0,562.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,42,1665,,,-3268.007026786886,-1541.1011222425327,-273.00079544783154,-0.4586782189861559,0.38249085254125637,-0.3624021911009973
652,2561,,,60,RL,71.0,8220,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,Gd,TA,PConc,Gd,TA,Av,GLQ,544,Unf,0,438,982,GasA,Ex,Y,SBrkr,1008,884,0,1892,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,2000.0,RFn,2.0,431.0,TA,TA,Y,108,0,0,0,0,0,,,,0,7,2008,WD,Normal,35,2436,,,-3146.0997462748255,-1542.8646917250435,494.0214157721804,-0.4439925975452312,0.38406626046020365,0.6530325382691035
653,2562,,,50,RM,62.0,7006,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,121,Unf,0,647,768,GasA,TA,Y,SBrkr,788,448,0,1236,1,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2008,WD,Family,36,1357,,,-4390.859486360898,-1423.9579382115598,-543.5071547870309,-0.6081547646557276,0.34482744384276554,-0.7205823869294159
654,2567,,,20,RL,90.0,11727,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,1851,1851,GasA,Gd,Y,SBrkr,1851,0,0,1851,0,0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1969.0,Fin,2.0,506.0,TA,TA,Y,0,146,0,0,0,0,,,,0,3,2006,WD,Normal,42,1851,,,319.85953248250013,-1905.6154006215002,-211.36199764284456,0.02088267980180061,0.4998967926260771,-0.2799515066905826
655,2568,,,80,RL,57.0,8923,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,189,Unf,0,195,384,GasA,Gd,Y,SBrkr,751,631,0,1382,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1998.0,Fin,2.0,396.0,TA,TA,Y,256,0,0,0,0,0,,,,0,2,2009,WD,Normal,35,1571,,,-2479.315861145588,-1635.7632473568774,-394.40036104371626,-0.35312767110417076,0.41203390204681345,-0.5229125767192443
656,2576,,,85,RL,10000.0,7540,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,888,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1978.0,RFn,2.0,470.0,TA,TA,Y,0,0,0,0,192,0,,MnPrv,,0,6,2007,WD,Normal,36,1685,,,-2774.6837554162103,8398.845224196095,-303.5976307355116,-0.2733839904840898,-2.2122521886125672,-0.40159872911760913
657,2583,,,20,RL,71.0,9254,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119,Unf,0,1602,1721,GasA,Ex,Y,SBrkr,1721,0,0,1721,1,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2.0,554.0,TA,TA,Y,168,27,0,0,0,0,,,,0,1,2007,WD,Normal,40,1840,,,-2139.5637696833046,-1656.7905179251668,-136.9270110544832,-0.3081255537670172,0.4197450190828441,-0.18201480568555584
