SubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice,index
20,74,8536,5,5,2006,1125,1125,0,0,1125,0,2007,2,430,2007,155000,1777
50,115,21286,5,5,1948,720,720,551,0,1271,1,1948,1,312,2008,135000,1780
60,76,10142,7,5,2004,956,956,1128,0,2084,0,2004,2,618,2010,233000,1783
120,25,4835,7,5,2004,1488,1488,0,0,1488,1,2004,2,506,2010,260000,1786
20,200,43500,3,5,1953,0,2034,0,0,2034,0,1953,4,1041,2007,130000,1788
50,60,10836,5,5,1922,892,1254,182,0,1436,1,1968,4,1488,2008,139000,1791
20,88,10994,8,5,2005,1844,1844,0,0,1844,1,2005,2,620,2009,257000,1794
90,60,8544,3,4,1950,0,1040,0,0,1040,0,1949,2,400,2006,93500,1795
20,68,10265,5,7,1967,992,992,0,0,992,0,1967,1,294,2008,145000,1798
80,65,6305,6,6,1975,1008,1096,0,0,1096,1,1975,1,352,2010,125200,1799
70,63,15576,6,7,1915,840,840,840,0,1680,0,1960,1,308,2008,177000,1803
160,24,2522,6,5,2004,970,970,739,0,1709,0,2004,2,380,2006,130000,1804
120,26,10943,6,5,1997,1405,1337,0,0,1337,1,1997,2,522,2007,177000,1808
120,46,4054,7,6,1987,1501,1501,0,0,1501,2,1987,2,512,2007,244000,1809
80,125,10000,5,6,1956,1058,1370,0,0,1370,1,1956,1,300,2006,148000,1810
60,80,10240,8,5,2005,1030,1038,1060,0,2098,1,2005,3,878,2006,275500,1811
30,45,8212,3,3,1914,864,864,0,0,864,0,1938,1,200,2010,58500,1814
20,60,8072,5,5,1994,990,990,0,0,990,0,2000,2,480,2009,138000,1815
50,70,11767,4,7,1910,560,796,550,0,1346,0,1950,1,384,2007,112000,1816
50,55,7264,7,7,1925,952,952,596,0,1548,0,1978,2,672,2009,205000,1818
70,50,2500,7,8,1915,910,916,910,0,1826,1,1915,1,164,2009,155000,1820
60,85,13143,8,5,1993,1231,1251,1098,0,2349,1,1993,3,762,2010,362500,1823
20,91,10437,8,6,1995,2109,2113,0,0,2113,1,1995,3,839,2008,350000,1824
30,109,21780,2,4,1910,0,810,0,0,810,0,1975,1,280,2009,57625,1826
20,60,7626,5,8,1952,1031,1031,0,0,1031,0,1952,1,230,2009,145500,1827
60,103,13125,7,5,1991,1104,912,1215,0,2127,1,1991,3,833,2007,238000,1828
50,50,6000,6,5,1939,739,874,468,0,1342,1,1939,1,240,2008,105000,1832
60,65,8366,6,5,2004,798,798,842,0,1640,0,2004,2,520,2008,173000,1833
20,60,11556,5,9,1953,864,1154,0,0,1154,0,1962,1,336,2007,142000,1839
20,110,14230,8,5,2007,1566,1600,0,0,1600,1,2007,3,890,2009,256300,1842
60,43,12352,7,5,1998,853,853,900,0,1753,1,1998,2,534,2007,217000,1843
20,50,6000,5,6,1957,928,928,0,0,928,0,1957,1,288,2008,112500,1844
50,78,17503,6,5,1948,912,912,546,0,1458,1,1948,1,330,2010,97500,1847
20,62,8010,6,9,1958,951,951,0,0,951,0,1985,2,480,2009,143500,1848
20,64,8334,6,5,2006,1330,1330,0,0,1330,1,2006,2,437,2007,167840,1850
20,123,47007,5,7,1959,0,3820,0,0,3820,2,1959,2,624,2008,284700,1851
50,60,5520,4,6,1920,1147,1147,510,0,1657,1,1920,1,162,2006,111500,1852
85,75,11380,6,8,1966,1080,1128,0,0,1128,1,1966,1,315,2010,178000,1854
90,74,13101,5,5,1965,1728,1728,0,0,1728,0,1987,2,576,2008,142600,1855
30,62,7404,4,6,1920,861,861,0,0,861,0,1920,2,288,2009,80000,1856
90,64,7018,5,5,1979,0,1535,0,0,1535,0,1979,2,410,2009,118964,1863
20,100,15263,5,5,1959,1422,1675,0,0,1675,2,1959,1,365,2010,173000,1865
50,50,9350,4,6,1947,756,1169,0,362,1531,1,1947,1,209,2010,127000,1872
70,57,9906,4,4,1925,686,810,518,0,1328,0,1940,1,210,2006,107000,1873
20,80,11900,6,5,1957,1392,1392,0,0,1392,2,1957,2,458,2008,166000,1874
70,61,7259,6,8,1945,1028,1436,884,0,2320,1,1945,1,180,2007,259500,1875
60,72,11317,7,5,2003,840,840,828,0,1668,0,2003,2,500,2007,180000,1878
60,92,11764,8,7,1999,1152,1164,1106,0,2270,1,1999,3,671,2010,290000,1879
70,60,7200,7,9,1936,560,575,560,0,1135,0,1971,2,576,2009,155000,1882
20,71,7064,5,6,1977,980,980,0,0,980,0,1986,2,484,2009,135000,1884
20,108,13173,9,5,2006,1652,1652,0,0,1652,2,2006,2,840,2009,325000,1886
75,84,9660,8,5,1997,1173,1182,1017,0,2199,1,1997,2,516,2008,284500,1888
60,58,14054,7,5,2006,879,879,984,0,1863,1,2006,3,660,2006,219210,1890
50,60,7200,5,4,1950,1208,1136,768,0,1904,0,1950,1,240,2009,138000,1892
20,80,10400,6,5,1979,1259,1353,0,0,1353,1,1979,2,478,2007,192350,1896
70,63,4000,7,8,1930,531,567,531,0,1098,1,1930,1,216,2007,148500,1897
50,60,10284,4,7,1925,1151,845,436,0,1281,0,1978,2,580,2007,128500,1899
60,86,11227,5,5,1968,720,720,720,0,1440,2,1968,2,480,2010,163000,1900
120,34,3901,6,5,2005,1302,1302,0,0,1302,1,2005,2,631,2007,204000,1901
20,70,7560,5,6,1958,1029,1339,0,0,1339,0,1958,1,294,2009,139000,1903
60,75,9157,7,5,2003,912,1072,942,0,2014,0,2003,2,486,2009,170000,1904
30,60,7290,7,8,1921,1228,1424,0,0,1424,1,1921,1,312,2008,168000,1905
120,26,8773,6,5,2002,1487,1419,0,0,1419,0,2002,2,543,2006,190000,1906
20,118,13704,7,5,2001,1541,1541,0,0,1541,1,2001,3,843,2006,205000,1907
20,93,10114,5,5,2004,1430,1430,0,0,1430,0,2004,2,624,2010,173500,1908
20,78,10206,8,5,2007,1563,1563,0,0,1563,1,2007,3,758,2008,245000,1911
20,85,11900,7,5,1977,1386,1411,0,0,1411,1,1977,2,544,2009,82500,1913
90,60,7596,5,5,1952,960,960,1000,0,1960,0,1952,2,400,2009,124500,1914
20,104,11361,6,5,1976,1193,1523,0,0,1523,1,1976,2,478,2008,180000,1916
50,44,13758,7,5,1990,1156,1187,530,0,1717,1,1990,2,400,2007,187500,1917
120,43,3010,7,5,2005,1142,1142,0,0,1142,0,2005,2,440,2006,156820,1918
20,65,7150,5,5,1967,892,892,0,0,892,0,1967,1,288,2009,100000,1923
20,102,17920,5,4,1955,1763,1779,0,0,1779,1,1955,2,454,2006,170000,1926
20,69,14850,5,5,1957,1092,1092,0,0,1092,1,1957,1,299,2006,141000,1927
50,70,6300,5,4,1938,832,832,436,0,1268,2,1938,1,250,2009,160000,1930
20,65,9750,5,6,1959,984,984,0,0,984,0,1959,1,308,2008,110000,1931
85,50,7689,5,8,1972,796,796,0,0,796,0,1998,1,336,2009,131900,1934
20,85,10667,6,6,1971,1587,1587,0,0,1587,1,1971,2,525,2007,167300,1935
50,60,8064,6,6,1948,768,819,501,0,1320,0,1994,2,576,2008,138000,1938
70,50,10300,7,6,1921,576,902,808,0,1710,0,1990,2,480,2010,140000,1939
70,50,9000,5,6,1880,636,1089,661,0,1750,0,1937,1,240,2006,124000,1940
120,48,6240,8,5,2006,1324,1324,0,0,1324,1,2006,2,550,2007,221370,1942
20,75,10050,5,5,1955,1216,1216,0,0,1216,0,1955,1,336,2007,129500,1943
120,34,3903,6,5,2005,1302,1302,0,0,1302,1,2005,2,631,2007,200000,1945
20,79,11449,8,5,2007,1884,1728,0,0,1728,1,2007,2,520,2008,298751,1946
70,50,9000,7,9,1920,650,832,650,0,1482,0,1930,2,324,2009,143000,1947
20,75,9937,5,7,1964,1486,1486,0,0,1486,0,1968,2,480,2009,167000,1950
50,50,6000,5,7,1950,768,768,560,0,1328,0,1950,1,308,2009,129500,1953
30,56,7741,6,5,1924,1032,1032,0,0,1032,0,1995,1,280,2006,108000,1955
60,120,13975,9,5,2005,1090,1117,1089,0,2206,1,2005,3,670,2006,300000,1959
20,87,10367,9,5,2008,1739,1743,0,0,1743,1,2008,3,927,2009,335000,1961
70,60,9600,7,9,1928,689,689,689,0,1378,1,1928,2,360,2008,161000,1963
70,60,9600,8,9,1900,930,930,636,0,1566,0,1930,1,288,2010,150000,1964
60,90,11700,6,6,1968,708,708,708,0,1416,1,1968,2,776,2006,179900,1967
60,99,13069,8,5,2004,1706,1718,1238,0,2956,1,2004,3,916,2007,342000,1972
20,74,13253,7,5,2006,1578,1578,0,0,1578,1,2006,3,642,2008,240000,1973
20,68,8562,5,6,1957,1216,1526,0,0,1526,1,1957,1,364,2010,144500,1978
20,80,10389,8,5,2003,1978,1978,0,0,1978,1,2003,3,850,2010,318000,1979
60,65,8200,7,5,2003,847,847,1081,0,1928,1,2003,2,434,2007,219500,1984
60,62,7415,6,5,2004,839,864,729,0,1593,1,2004,2,398,2008,193000,1986
50,50,5000,5,6,1924,1026,1026,665,0,1691,1,1924,1,308,2010,127000,1987
70,96,13132,5,5,1914,747,892,892,0,1784,0,1914,1,180,2006,138887,1988
60,70,8726,7,5,2002,872,872,1037,0,1909,0,2002,2,529,2006,197000,1991
20,114,14803,10,5,2007,2078,2084,0,0,2084,1,2007,3,1220,2008,385000,1995
50,78,10496,6,6,1949,1040,1168,678,0,1846,1,1949,1,315,2007,143000,1996
20,47,16321,5,6,1957,1484,1600,0,0,1600,2,1957,1,319,2006,207500,1997
20,70,9100,5,5,1958,864,864,0,0,864,0,1964,2,624,2006,129900,1998
20,85,14082,8,5,2006,2220,2234,0,0,2234,1,2006,2,724,2007,441929,1999
60,74,8581,7,5,2006,851,851,886,0,1737,0,2006,2,578,2006,203160,2000
50,52,6240,5,5,1930,928,928,608,0,1536,1,1930,2,480,2010,138400,2001
20,64,9037,8,5,2006,1476,1484,0,0,1484,1,2006,2,472,2007,265900,2003
20,80,9600,5,6,1956,1050,1050,0,0,1050,0,1956,1,338,2009,128900,2006
160,34,3230,6,5,1999,729,742,729,0,1471,0,1999,2,440,2009,172500,2009
20,53,5470,3,5,1958,792,792,0,0,792,0,1958,1,366,2009,99900,2010
60,42,26178,7,5,1989,1210,1238,1281,0,2519,2,1989,2,628,2006,335000,2013
50,72,10632,5,3,1917,689,725,499,0,1224,0,1917,1,180,2010,107500,2014
85,88,11782,5,7,1961,1109,1155,0,0,1155,0,1987,2,576,2010,148000,2015
90,64,6979,6,5,1980,1056,1056,0,0,1056,0,1980,2,576,2010,144000,2017
20,53,14137,5,5,1996,1348,1384,0,0,1384,0,1996,2,404,2008,177900,2018
20,84,17808,4,5,1946,484,1242,0,0,1242,0,1946,1,336,2007,109900,2019
20,70,7315,5,6,1958,1170,1170,0,0,1170,1,1958,1,338,2007,140000,2020
20,74,9612,8,5,2008,1468,1468,0,0,1468,1,2008,3,898,2009,244600,2021
60,65,8125,7,5,2005,756,756,797,0,1553,0,2005,2,615,2006,186500,2022
20,43,12118,7,5,2004,1710,1710,0,0,1710,1,2004,2,550,2009,240000,2023
160,24,2280,6,5,1999,744,757,792,0,1549,0,1999,2,440,2008,172900,2024
190,50,6000,5,4,1954,811,811,576,0,1387,0,1954,1,256,2009,93000,2027
20,95,11639,7,5,2007,1428,1428,0,0,1428,0,2007,2,480,2008,182000,2028
20,70,7000,5,6,1961,0,925,0,0,925,0,1961,1,300,2007,99000,2030
20,70,8521,5,5,1967,912,912,0,0,912,1,1974,1,336,2010,125000,2032
20,70,8750,5,5,1955,1382,1382,0,0,1382,0,1955,1,350,2009,153000,2035
160,21,1680,5,7,1972,630,630,672,0,1302,0,1972,1,264,2009,119500,2037
60,65,8125,6,5,2005,858,858,858,0,1716,0,2005,2,615,2006,200825,2038
160,24,2280,6,6,1975,855,855,601,0,1456,1,1975,2,440,2010,149900,2039
50,51,4712,4,7,1946,747,774,456,0,1230,0,1946,1,305,2006,121600,2040
20,75,10650,5,6,1976,894,894,0,0,894,0,1976,1,308,2010,128200,2045
120,44,4224,5,5,1976,1142,1142,0,0,1142,1,1976,2,528,2007,134000,2046
70,66,8969,6,6,1926,644,672,644,0,1316,1,2001,1,369,2008,145000,2047
45,60,9600,5,7,1949,845,893,0,0,893,0,1985,2,576,2007,135000,2048
20,136,11675,8,5,1998,1982,2006,0,0,2006,1,1998,3,938,2008,350000,2049
60,130,40094,10,5,2007,3138,3138,1538,0,4676,1,2007,3,884,2007,184750,2050
60,50,8340,6,6,1977,675,686,702,0,1388,0,1977,1,317,2006,157500,2051
20,60,11664,6,5,1948,1082,1082,0,0,1082,1,1948,1,240,2007,119200,2052
20,75,9000,5,5,1954,936,1128,0,0,1128,0,1954,1,286,2006,118000,2053
20,160,20000,5,7,1960,1224,1224,0,0,1224,1,1960,2,576,2006,131000,2055
80,76,9967,7,5,2000,384,774,656,0,1430,1,2000,2,400,2007,170000,2056
60,63,10928,7,5,2005,728,728,728,0,1456,1,2005,2,390,2009,184000,2057
20,68,9571,5,3,1958,1276,1276,0,0,1276,0,1958,1,350,2009,60000,2058
30,52,6292,6,5,1930,768,790,0,0,790,0,1925,1,160,2008,91000,2059
50,79,12327,8,8,1983,1496,1496,636,0,2132,1,1983,2,612,2009,316600,2064
50,60,11040,4,6,1920,637,897,439,0,1336,0,1994,1,570,2006,108000,2065
60,88,12665,8,5,2005,1094,1133,1349,0,2482,1,2005,3,642,2007,281213,2066
160,21,1680,6,5,1971,483,483,504,0,987,0,1971,1,264,2010,96000,2067
120,53,4045,7,5,2006,1356,1500,0,0,1500,1,2006,3,648,2006,246578,2068
20,71,8197,6,5,1977,660,1285,0,0,1285,1,1977,2,528,2007,143500,2069
60,58,10852,6,5,2000,959,959,712,0,1671,1,2000,2,472,2006,173000,2071
75,53,5350,7,8,1920,624,730,720,0,1450,0,1935,1,288,2008,132000,2072
160,24,2160,7,5,1999,672,684,720,0,1404,0,1999,2,462,2008,170000,2073
120,50,7175,6,5,1991,1217,1217,0,0,1217,0,1991,2,484,2006,151000,2075
50,51,6120,5,6,1936,927,1067,472,0,1539,0,1995,2,576,2009,141500,2079
20,53,3710,7,5,2007,1266,1266,0,0,1266,1,2007,2,388,2007,185485,2080
90,65,8944,5,5,1967,1584,1584,0,0,1584,0,1967,3,792,2009,124000,2084
70,57,8094,6,6,1915,1048,1048,720,0,1768,0,1930,2,576,2009,155000,2086
70,59,5870,6,9,1900,554,736,554,0,1290,0,1926,1,200,2008,106900,2089
60,81,12018,7,5,2008,796,796,816,0,1612,0,2008,3,666,2008,218689,2092
80,73,9735,5,5,2006,384,754,640,0,1394,0,2007,2,400,2008,167500,2093
20,70,7763,5,7,1962,931,1283,0,0,1283,0,1980,2,506,2008,140000,2094
20,52,51974,9,5,2006,2660,2338,0,0,2338,2,2005,3,1110,2007,591587,2096
30,46,3672,5,7,1922,816,816,0,0,816,0,1922,1,100,2007,75200,2097
30,60,7200,6,6,1930,984,984,0,0,984,0,1930,1,308,2006,90000,2098
50,60,7200,5,7,1937,731,981,787,0,1768,2,1939,1,240,2007,175000,2099
20,75,7500,5,7,1959,1246,1246,0,0,1246,0,1959,1,305,2010,154000,2100
20,57,9764,5,7,1967,894,894,0,0,894,0,1967,2,450,2008,130000,2103
20,71,7350,5,6,1958,1041,1041,0,0,1041,0,1958,1,294,2009,128000,2107
120,135,12304,7,5,2005,1367,1367,0,0,1367,1,2005,2,484,2008,192000,2110
20,70,9100,5,5,1960,1144,1144,0,0,1144,1,1960,1,336,2007,120000,2115
60,62,7984,7,5,2004,868,868,762,0,1630,1,2004,2,436,2009,189500,2116
20,84,10933,9,5,2009,1555,1680,0,0,1680,1,2009,3,1138,2009,323262,2117
50,50,3500,5,7,1947,720,720,564,0,1284,0,1948,1,240,2009,110000,2118
120,41,7132,8,5,2006,1370,1370,0,0,1370,1,2006,2,484,2010,205000,2119
20,64,6400,5,7,1959,960,960,0,0,960,0,1959,1,392,2007,131750,2124
60,75,10000,6,5,1993,763,763,892,0,1655,1,1993,2,440,2010,175900,2125
50,67,12354,6,8,1920,684,684,512,0,1196,0,2005,2,528,2009,110000,2127
20,107,14450,9,5,2006,2121,2121,0,0,2121,1,2007,3,732,2007,415298,2128
160,24,2572,7,5,1999,696,696,720,0,1416,0,1999,2,484,2010,155000,2129
20,66,10235,8,5,2007,1643,1651,0,0,1651,1,2007,3,870,2007,246500,2130
20,82,9488,5,6,1947,1046,1054,0,0,1054,0,1947,1,240,2008,124000,2132
50,60,8520,6,7,1916,714,1664,862,0,2526,1,1916,1,216,2007,136000,2133
120,37,4435,6,5,2003,848,848,0,0,848,0,2003,2,420,2008,136500,2134
50,60,9144,6,4,1915,810,1170,546,0,1716,0,1970,2,672,2008,162500,2136
20,60,7180,8,5,2001,1568,1568,0,0,1568,1,2001,2,564,2006,221000,2140
20,93,12299,7,6,1978,1529,1664,0,0,1664,1,1978,2,663,2007,213000,2141
20,91,11830,8,5,2007,1542,1542,0,0,1542,1,2007,3,852,2007,260261,2143
20,90,11248,9,5,2002,1626,1668,0,0,1668,1,2002,3,702,2007,285000,2144
20,54,13811,6,6,1987,1112,1137,0,0,1137,1,1987,2,551,2006,176000,2146
60,160,15623,10,5,1996,2396,2411,2065,0,4476,2,1996,3,813,2007,745000,2147
20,78,10140,7,6,1967,1334,1334,0,0,1334,0,1967,2,477,2006,164500,2149
20,64,6762,7,5,2006,1286,1294,0,0,1294,1,2006,2,662,2006,193879,2150
20,99,7094,5,5,1966,894,894,0,0,894,0,1966,1,384,2007,125000,2152
20,78,11645,7,5,2005,1734,1734,0,0,1734,0,2005,2,660,2006,260000,2154
60,50,9350,6,7,1946,747,892,747,0,1639,1,1946,1,240,2009,154400,2155
120,41,4923,8,5,2001,1593,1593,0,0,1593,1,2001,2,682,2008,286000,2158
60,68,8998,7,5,2000,782,782,870,0,1652,0,2000,2,532,2008,207500,2159
20,73,9300,5,5,1960,1268,1264,0,0,1264,2,1960,2,461,2010,167500,2160
90,60,12900,4,4,1969,1198,1258,0,0,1258,0,1969,2,400,2008,108959,2163
30,50,6305,5,7,1938,920,954,0,0,954,1,1938,1,240,2007,119750,2164
20,64,8712,5,7,1957,992,1306,0,0,1306,0,1968,1,756,2009,153000,2166
50,60,8172,4,6,1954,941,997,473,0,1470,0,1958,1,548,2008,135000,2167
60,104,13518,9,5,2008,1926,1966,1174,0,3140,2,2009,3,820,2009,485000,2168
60,80,9600,7,5,1974,1165,1165,896,0,2061,1,1974,2,498,2009,168500,2172
20,91,14303,8,5,1994,1986,1987,0,0,1987,1,1994,2,691,2008,301500,2173
20,67,10656,8,5,2006,1638,1646,0,0,1646,1,2007,3,870,2007,248900,2175
70,65,11700,7,7,1880,1240,1320,1320,0,2640,1,1950,4,864,2009,265979,2177
50,75,13710,5,5,1950,910,910,648,0,1558,0,1950,1,282,2007,152000,2178
50,52,6292,7,7,1928,861,877,600,0,1477,1,1928,1,216,2009,145000,2180
20,68,50271,9,5,1981,1842,1842,0,0,1842,1,1981,3,894,2006,385000,2182
20,65,14753,7,5,1998,1463,1463,0,0,1463,0,1998,2,539,2009,207000,2183
60,73,11184,6,5,1998,932,932,701,0,1633,1,1998,2,460,2008,183000,2184
60,77,9965,7,5,2007,1264,1282,1414,0,2696,1,2007,3,792,2007,383970,2185
20,85,14450,7,5,1979,1782,1782,0,0,1782,1,1979,2,551,2008,220000,2186
30,60,7200,5,8,1940,808,1072,0,0,1072,2,1940,2,379,2007,130000,2188
30,65,7898,4,7,1920,576,985,0,0,985,0,1989,2,676,2010,105000,2193
20,85,10176,7,5,1990,1300,1341,0,0,1341,1,1990,2,506,2010,171500,2195
20,60,8190,4,6,1954,948,948,0,0,948,1,1956,1,280,2007,119000,2196
60,57,8924,7,5,1998,880,880,844,0,1724,0,1998,2,527,2008,188000,2198
20,105,13693,10,5,2007,2630,2674,0,0,2674,2,2007,3,762,2009,610000,2199
20,85,15428,5,6,1951,884,884,0,0,884,0,1951,1,270,2006,142000,2202
60,80,8000,6,6,1974,1084,1084,793,0,1877,1,1974,2,488,2007,178900,2203
20,130,11457,6,5,1988,1392,1412,0,0,1412,1,1988,2,576,2009,175000,2205
20,68,7480,5,6,1972,876,876,0,0,876,0,1977,2,484,2010,127000,2206
75,90,8100,5,5,1898,849,1075,1063,0,2138,0,1910,2,360,2009,106000,2208
20,68,7922,5,7,1953,1057,1057,0,0,1057,0,1953,1,246,2010,109000,2210
190,60,11340,4,6,1885,777,1246,1044,0,2290,0,1971,2,560,2010,122500,2211
80,88,8471,6,7,1977,506,1212,0,0,1212,1,1978,2,492,2006,151000,2212
75,174,25419,8,4,1918,1360,1360,1360,392,3112,1,1918,2,795,2006,235000,2213
160,21,1680,5,5,1971,630,630,672,0,1302,0,1991,1,280,2009,112000,2214
20,56,9836,6,5,2008,192,1133,0,0,1133,0,2008,1,308,2008,143000,2215
60,80,10400,6,5,1972,732,1012,778,0,1790,1,1972,2,484,2006,165150,2217
60,65,10237,7,5,2006,738,738,754,0,1492,0,2006,2,440,2006,169985,2221
120,40,5664,8,5,2000,1501,1659,0,0,1659,1,2000,2,499,2009,278000,2223
60,73,9802,5,5,2006,384,744,700,0,1444,0,2007,2,400,2010,174000,2224
50,81,7308,5,5,1920,936,960,780,0,1740,1,1920,1,225,2008,122250,2226
120,50,8012,6,5,1993,1604,1617,0,0,1617,1,1993,2,533,2008,193000,2227
20,83,9849,7,6,2007,1689,1689,0,0,1689,0,2007,3,954,2007,248328,2228
120,43,5005,8,5,1992,1280,1280,0,0,1280,0,1992,2,506,2010,191500,2230
60,60,6931,7,5,2003,746,760,896,0,1656,1,2003,2,397,2008,165400,2233
120,24,2280,7,5,1975,1057,1055,0,0,1055,1,1975,2,440,2009,123000,2234
60,97,10029,6,5,1988,1151,1164,896,0,2060,1,1988,2,521,2007,211000,2235
20,74,5868,5,7,1956,936,936,0,0,936,0,1956,1,308,2010,129000,2237
20,63,13072,6,5,2004,1158,1158,0,0,1158,0,2006,2,576,2006,158000,2238
120,50,8012,6,5,1980,923,923,0,0,923,1,1980,1,264,2010,143000,2240
70,68,9928,7,8,1915,672,1272,672,0,1944,0,1915,1,216,2009,179900,2241
60,92,10732,8,5,2006,1298,1298,530,0,1828,0,2006,3,876,2007,250000,2245
160,21,1533,4,5,1970,546,546,546,0,1092,0,1970,1,286,2006,87550,2246
120,32,3784,8,5,2006,1511,1565,0,0,1565,0,2006,2,476,2007,193800,2247
90,70,9100,5,5,1963,1728,1728,0,0,1728,0,1963,2,504,2006,125000,2248
30,55,10267,6,7,1918,816,838,0,0,838,0,1961,1,275,2008,130000,2249
160,50,8012,6,5,1980,630,630,636,0,1266,2,1980,1,283,2007,128000,2250
190,79,13110,5,6,1972,1153,1193,0,0,1193,0,1972,2,501,2006,146500,2252
85,72,9360,6,7,1977,957,1287,0,0,1287,2,1977,2,541,2009,173000,2254
60,81,10530,7,5,1978,945,945,912,0,1857,1,1978,2,482,2006,188900,2255
60,60,18062,10,5,2006,1528,1528,1862,0,3390,1,2006,3,758,2006,545224,2256
20,93,15306,8,5,2006,1732,1776,0,0,1776,1,2006,3,712,2007,283463,2259
50,60,10800,4,7,1949,832,832,629,0,1461,0,1949,1,384,2009,133500,2263
20,83,10159,9,5,2009,1930,1940,0,0,1940,1,2010,3,606,2010,395192,2264
20,77,9510,6,5,1962,1135,1207,0,0,1207,0,1962,1,264,2006,147000,2265
50,60,8850,6,7,1920,768,752,624,0,1376,0,1977,2,576,2007,165000,2266
60,50,9360,6,8,1962,621,621,648,0,1269,0,1962,1,280,2008,134500,2267
60,72,13426,7,5,1999,951,951,828,0,1779,1,1999,2,586,2006,217000,2268
60,80,9828,8,5,1995,1128,1142,878,0,2020,1,1995,2,466,2009,239500,2269
160,24,1488,6,6,1980,561,561,668,0,1229,1,1980,2,462,2009,137000,2270
20,65,9345,8,5,2007,1615,1615,0,0,1615,1,2007,3,864,2008,248500,2271
60,85,10574,8,5,2005,1082,1082,871,0,1953,1,2005,3,1043,2009,252000,2274
20,75,9000,8,5,2008,1566,1566,0,0,1566,0,2008,2,750,2010,262500,2275
60,76,9591,8,5,2004,1143,1143,1330,0,2473,1,2004,3,852,2007,317000,2276
90,64,7018,5,5,1979,0,1535,0,0,1535,0,1979,2,400,2009,118858,2277
20,95,19508,6,5,1974,1430,1430,0,0,1430,2,1974,2,484,2008,192000,2282
20,75,9750,7,5,2004,1445,1445,0,0,1445,0,2004,2,470,2008,186500,2283
20,70,7000,5,7,1960,1010,1134,0,0,1134,0,1960,1,254,2007,135000,2284
60,84,10207,7,6,2007,874,874,887,0,1761,0,2007,2,578,2007,227875,2286
20,110,15417,7,5,1981,1740,1740,0,0,1740,0,1981,2,540,2009,241600,2287
20,70,8400,4,5,1970,882,882,0,0,882,0,1970,2,525,2010,126000,2288
60,74,7844,6,7,1978,672,672,728,0,1400,1,1978,2,440,2006,149500,2289
50,92,7438,5,8,1908,504,936,316,0,1252,0,1986,2,576,2006,127000,2291
50,50,5190,7,5,1948,570,617,462,0,1079,1,1948,1,249,2008,125600,2294
60,88,14200,7,6,1966,924,1216,941,0,2157,2,1966,2,487,2006,226000,2296
20,50,9000,2,3,1949,480,480,0,0,480,0,1958,1,308,2006,35311,2297
20,65,8450,7,5,2004,1436,1436,0,0,1436,0,2004,2,484,2008,210000,2299
90,63,9297,5,5,1976,1728,1728,0,0,1728,0,1976,2,560,2006,188000,2301
20,86,14157,9,5,2005,1922,1922,0,0,1922,1,2005,3,676,2007,377426,2302
20,72,8640,7,5,2007,1372,1372,0,0,1372,0,2008,2,529,2008,250580,2303
20,70,7420,5,5,1962,1057,1057,0,0,1057,0,1977,2,576,2007,132000,2305
45,51,6120,7,8,1929,832,854,0,0,854,0,1991,2,576,2007,132000,2306
120,43,3010,7,5,2005,1248,1248,0,0,1248,0,2005,2,438,2006,167240,2309
20,57,6420,5,7,1952,980,1148,0,0,1148,0,1952,1,308,2006,123500,2311
120,43,3203,7,5,2006,1145,1145,0,0,1145,0,2006,2,437,2010,160000,2312
30,50,7030,4,6,1925,641,641,0,0,641,0,1925,1,272,2006,85000,2314
60,82,9452,8,5,1997,1396,1407,985,0,2392,1,1997,3,870,2006,348000,2315
75,60,8400,5,8,1939,720,1052,720,420,2192,1,1939,1,240,2008,179500,2316
120,30,4420,8,5,1980,728,788,0,0,788,1,1980,2,484,2010,155000,2317
20,137,16492,6,6,1966,1517,1888,0,0,1888,1,1966,2,578,2010,190000,2318
20,59,6490,5,7,1983,816,816,0,0,816,0,1983,1,264,2008,128500,2320
30,70,5684,6,8,1930,813,813,0,0,813,0,1932,1,270,2006,110000,2323
75,70,6300,7,6,1910,1226,1226,878,0,2104,0,1910,2,432,2006,155000,2324
60,90,12376,7,5,1990,1673,1699,1523,0,3222,2,1990,3,594,2010,320000,2325
20,78,10335,7,5,1999,1490,1501,0,0,1501,0,1999,2,577,2009,204000,2326
70,60,6402,5,5,1920,596,596,596,0,1192,0,1920,1,189,2009,78000,2327
85,68,7838,5,5,1967,864,900,0,0,900,1,1967,1,288,2006,123000,2328
20,39,15410,6,6,1974,1208,1494,0,0,1494,2,1974,2,461,2010,169000,2329
120,42,4084,7,6,1986,1277,1501,0,0,1501,1,1986,2,512,2008,241500,2332
60,82,16052,10,5,2006,1850,1850,848,0,2698,1,2006,3,736,2006,535000,2333
60,70,9109,7,5,1994,754,754,786,0,1540,0,1994,2,495,2009,184000,2336
20,49,20896,8,5,2005,2077,2097,0,0,2097,1,2005,3,1134,2006,423000,2337
120,35,5118,8,5,1990,1312,1321,0,0,1321,1,1990,2,484,2007,212000,2340
20,80,12984,5,6,1977,1430,1647,0,0,1647,1,1977,2,621,2006,217500,2342
